id,longitude,latitude,date,time
I000,-122.30281958640414,47.60289946734184,2020-01-01,16:10:47
I000,-122.30281983110469,47.602858652214906,2020-01-01,16:13:25
I000,-122.30281639510048,47.60327326385745,2020-01-01,16:20:05
I000,-122.30281648657424,47.603278086579216,2020-01-01,16:20:50
I000,-122.30281684891052,47.60323269502179,2020-01-01,16:21:26
I000,-122.30281699219708,47.6028716610583,2020-01-01,16:23:47
I000,-122.30281852468715,47.60313436532212,2020-01-01,16:54:25
I000,-122.30281854205636,47.60327550935971,2020-01-01,16:55:05
I000,-122.30281807394216,47.60333353097691,2020-01-01,16:56:14
I000,-122.30281808571026,47.6033298244786,2020-01-01,16:56:56
I000,-122.30281902521428,47.60332911594804,2020-01-01,17:01:18
I000,-122.30281869735516,47.60315536993503,2020-01-01,17:02:18
I000,-122.30281930413106,47.60314043571735,2020-01-01,17:03:08
I000,-122.30282008126478,47.6031947369036,2020-01-01,17:04:19
I000,-122.3028195264424,47.60294905035706,2020-01-01,17:07:54
I000,-122.302819458113,47.60294563344134,2020-01-01,17:08:38
I000,-122.3028190919388,47.60291151452793,2020-01-01,17:11:01
I000,-122.30281852468715,47.60313436532212,2020-01-01,17:15:08
I000,-122.30281768179978,47.60287000292346,2020-01-01,17:16:14
I000,-122.30281784576054,47.60291157655172,2020-01-01,17:20:04
I000,-122.30281767468696,47.602915222948575,2020-01-01,17:21:13
I000,-122.3028173781334,47.60324054137436,2020-01-01,17:21:58
I000,-122.30281887706676,47.60323165987548,2020-01-01,17:28:10
I000,-122.30281913312956,47.6029214818689,2020-01-01,17:34:24
I000,-122.27252868014426,47.64906744895435,2020-01-01,18:33:52
I000,-122.2725286918968,47.649078691254914,2020-01-01,18:34:51
I000,-122.2725286846762,47.64905540882802,2020-01-01,18:35:58
I000,-122.2725287788332,47.64841368389624,2020-01-01,18:47:49
I000,-122.32698462396856,47.54416223600759,2020-01-01,18:52:39
I000,-122.32698437581855,47.54424221322679,2020-01-01,19:00:15
I000,-122.30281852468715,47.60313436532212,2020-01-01,19:07:41
I000,-122.30281854440544,47.60313954097203,2020-01-01,19:08:43
I000,-122.30281855246348,47.603260054836056,2020-01-01,19:09:34
I000,-122.3747182371207,47.59369838078001,2020-01-01,19:26:50
I000,-122.3747183516916,47.59413714414968,2020-01-01,19:28:51
I000,-122.3747185345071,47.59412973320643,2020-01-01,19:31:24
I000,-122.37471832240618,47.594077923477045,2020-01-01,19:46:37
I000,-122.37471853072488,47.59412586559385,2020-01-01,19:50:34
I000,-122.3747188852998,47.59408745522973,2020-01-01,19:51:43
I000,-122.37471906611604,47.594073904028,2020-01-01,19:55:55
I000,-122.3747193214314,47.59369945660064,2020-01-01,20:00:24
I000,-122.37471930669037,47.59366633100813,2020-01-01,20:01:40
I000,-122.30281852468715,47.60313436532212,2020-01-01,20:42:56
I000,-122.302818817923,47.60330722712482,2020-01-01,20:43:29
I000,-122.30281897916396,47.60290659951511,2020-01-01,20:44:11
I000,-122.30281893455532,47.60293672945634,2020-01-01,20:45:26
I000,-122.3028204907122,47.60312002851839,2020-01-01,20:49:43
I000,-122.32698462396856,47.54416223600759,2020-01-01,21:06:06
I000,-122.32698461599036,47.54423357004666,2020-01-01,21:10:48
I000,-122.32698409168228,47.54415463645047,2020-01-01,21:19:27
I000,-122.32698466373763,47.54415346682339,2020-01-01,21:25:50
I000,-122.31638810709524,47.618927832820326,2020-01-01,21:41:21
I000,-122.31638946235594,47.61890748821646,2020-01-01,21:48:43
I000,-122.40152048578958,47.61050213647615,2020-01-01,21:51:42
I000,-122.4015232088859,47.610483437443605,2020-01-01,21:59:30
I000,-122.40152266717506,47.61050592983122,2020-01-01,22:00:32
I000,-122.4015221797943,47.61049190294003,2020-01-01,22:02:06
I000,-122.40152123548076,47.61047346462984,2020-01-01,22:05:25
I000,-122.40152197841006,47.61054206890024,2020-01-01,22:06:27
I000,-122.40152183959994,47.61050963785864,2020-01-01,22:07:39
I000,-122.40152311753344,47.61046283740925,2020-01-01,22:10:54
I000,-122.29937560438304,47.58552784137221,2020-01-01,22:57:20
I000,-122.29937560678827,47.585547440794514,2020-01-01,22:58:40
I000,-122.32698462396856,47.54416223600759,2020-01-01,22:59:58
I000,-122.33350285844485,47.67040083251598,2020-01-01,23:10:24
I000,-122.33350324408376,47.67036496781615,2020-01-01,23:11:16
I000,-122.33350238528456,47.670387931616126,2020-01-01,23:13:09
I000,-122.3335025253198,47.67042634368397,2020-01-01,23:13:45
I000,-122.33350250965192,47.670418854585634,2020-01-01,23:16:22
I000,-122.33350260660788,47.67039239406618,2020-01-01,23:17:02
I000,-122.3335028229883,47.67039148862536,2020-01-01,23:17:45
